[2025-11-05 05:55:06.490] I [OvenMediaEngine:1] OvenMediaEngine | main.cpp:186  | Trying to release Scheduled Provider...
[2025-11-05 05:55:06.490] I [OvenMediaEngine:1] Provider | provider.cpp:61   | ScheduledProvider has been stopped.
[2025-11-05 05:55:06.490] I [OvenMediaEngine:1] OvenMediaEngine | main.cpp:187  | Trying to release Multiplex Provider...
[2025-11-05 05:55:06.490] I [OvenMediaEngine:1] Provider | provider.cpp:61   | MultiplexProvider has been stopped.
[2025-11-05 05:55:06.490] I [OvenMediaEngine:1] OvenMediaEngine | main.cpp:191  | Trying to release Transcoder...
[2025-11-05 05:55:06.490] I [OvenMediaEngine:1] Transcoder | transcoder_gpu.cpp:94   | Trying to release Transcoder GPU resources
[2025-11-05 05:55:06.490] I [OvenMediaEngine:1] OvenMediaEngine | main.cpp:193  | Trying to release WebRTC Publisher...
[2025-11-05 05:55:06.490] I [OvenMediaEngine:1] Publisher | publisher.cpp:42   | WebRTC Publisher has been stopped.
[2025-11-05 05:55:06.490] I [OvenMediaEngine:1] OvenMediaEngine | main.cpp:194  | Trying to release LLHLS Publisher...
[2025-11-05 05:55:06.490] I [OvenMediaEngine:1] Publisher | publisher.cpp:42   | LLHLS Publisher has been stopped.
[2025-11-05 05:55:06.490] I [OvenMediaEngine:1] OvenMediaEngine | main.cpp:195  | Trying to release OVT Publisher...
[2025-11-05 05:55:06.525] I [OvenMediaEngine:1] Publisher | publisher.cpp:42   | OVTPublisher has been stopped.
[2025-11-05 05:55:06.525] I [OvenMediaEngine:1] OvenMediaEngine | main.cpp:196  | Trying to release File Publisher...
[2025-11-05 05:55:06.525] I [OvenMediaEngine:1] Publisher | publisher.cpp:42   | FilePublisher has been stopped.
[2025-11-05 05:55:06.525] I [OvenMediaEngine:1] OvenMediaEngine | main.cpp:197  | Trying to release Push Publisher...
[2025-11-05 05:55:06.525] I [OvenMediaEngine:1] Publisher | publisher.cpp:42   | PushPublisher has been stopped.
[2025-11-05 05:55:06.525] I [OvenMediaEngine:1] OvenMediaEngine | main.cpp:202  | Trying to release MediaRouter...
[2025-11-05 05:55:06.525] I [OvenMediaEngine:1] MediaRouter | mediarouter.cpp:49   | Mediarouter has been stopped.
[2025-11-05 05:55:06.525] I [OvenMediaEngine:1] OvenMediaEngine | main.cpp:359  | Uninitializing TCP socket pool...
[2025-11-05 05:55:06.525] I [OvenMediaEngine:1] OvenMediaEngine | main.cpp:361  | Uninitializing UDP socket pool...
[2025-11-05 05:55:06.611] I [OvenMediaEngine:1] OvenMediaEngine | main.cpp:364  | OvenMediaEngine will be terminated
[2025-11-05 05:55:06.611] I [OvenMediaEngine:1] Provider | provider.cpp:61   | FileProvider has been stopped.
[2025-11-05 05:55:06.611] I [OvenMediaEngine:1] Provider | provider.cpp:61   | RTSPCProvider has been stopped.
[2025-11-05 05:55:06.611] I [OvenMediaEngine:1] Provider | provider.cpp:61   | OVTProvider has been stopped.
[2025-11-05 05:55:06.612] I [OvenMediaEngine:1] RTMPProvider | rtmp_provider.cpp:72   | Terminated Rtmp Provider module.
[2025-11-05 05:55:06.612] I [OvenMediaEngine:1] SrtProvider | srt_provider.cpp:40   | Terminated SRT Provider module.
[2025-11-05 05:55:07.590] I [OvenMediaEngine:1] Config | config_manager.cpp:233  | Trying to set logfile in directory... (/var/log/ovenmediaengine)
[2025-11-05 05:55:07.590] I [OvenMediaEngine:1] Config | config_manager.cpp:255  | Trying to load configurations... (origin_conf/Server.xml)
[2025-11-05 05:55:07.595] I [OvenMediaEngine:1] OvenMediaEngine | banner.cpp:23   | OvenMediaEngine v0.19.0 (v0.19.0) is started on [db4c217d0c5a] (Linux x86_64 - 6.8.0-87-generic, #88~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Oct 14 14:03:14 UTC 2)
[2025-11-05 05:55:07.595] I [OvenMediaEngine:1] OvenMediaEngine | banner.cpp:27   | With modules:
[2025-11-05 05:55:07.595] I [OvenMediaEngine:1] OvenMediaEngine | banner.cpp:28   |   FFmpeg 5.1.4
